시도,광역지자체,지표 중분류,지표 소분류,기준년월,지표값
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202511,59.54
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202511,58.24
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202511,57.45
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202511,60.24
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202511,60.98
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202511,66.21
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202511,65.13
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202511,64.19
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202511,62.61
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202511,62.86
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202511,64.02
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202511,64.35
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202511,69.71
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202511,68.44
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202511,75.78
강원특별자치도,영월군,여행거리,강원특별자치도,202511,82.42
강원특별자치도,영월군,여행거리,경기도,202511,68.31
강원특별자치도,영월군,여행거리,경상남도,202511,60.93
강원특별자치도,영월군,여행거리,경상북도,202511,63.69
강원특별자치도,영월군,여행거리,광주광역시,202511,61.04
강원특별자치도,영월군,여행거리,대구광역시,202511,63.76
강원특별자치도,영월군,여행거리,대전광역시,202511,64.11
강원특별자치도,영월군,여행거리,부산광역시,202511,62.42
강원특별자치도,영월군,여행거리,서울특별시,202511,67.39
강원특별자치도,영월군,여행거리,세종특별자치시,202511,64.6
강원특별자치도,영월군,여행거리,울산광역시,202511,65.59
강원특별자치도,영월군,여행거리,인천광역시,202511,68.9
강원특별자치도,영월군,여행거리,전라남도,202511,61.15
강원특별자치도,영월군,여행거리,전북특별자치도,202511,62.7
강원특별자치도,영월군,여행거리,제주특별자치도,202511,63.38
강원특별자치도,영월군,여행거리,충청남도,202511,63.71
강원특별자치도,영월군,여행거리,충청북도,202511,72.42
강원특별자치도,영월군,관광서비스수요,레포츠여행유형 SNS언급량,202512,68.32
강원특별자치도,영월군,관광서비스수요,휴식힐링여행유형 SNS언급량,202512,69.79
강원특별자치도,영월군,관광서비스수요,미식여행유형 SNS언급량,202512,64.56
강원특별자치도,영월군,관광서비스수요,체험여행유형 SNS언급량,202512,67.52
강원특별자치도,영월군,관광서비스수요,쇼핑업 소비액,202512,59.82
강원특별자치도,영월군,관광서비스수요,식음료 소비액,202512,61.86
강원특별자치도,영월군,관광서비스수요,숙박업 소비액,202512,66.42
강원특별자치도,영월군,관광서비스수요,여가서비스업 소비액,202512,60.82
강원특별자치도,영월군,관광서비스수요,운송업 소비액,202512,65.96
강원특별자치도,영월군,관광서비스수요,내비게이션 숙박유형 검색량,202512,65.8
강원특별자치도,영월군,관광서비스수요,내비게이션 음식유형 검색량,202512,60.46
강원특별자치도,영월군,관광서비스수요,내비게이션 쇼핑유형 검색량,202512,62.72
강원특별자치도,영월군,문화자연자원 수요,내비게이션 문화관광유형 검색량,202512,62.07
강원특별자치도,영월군,문화자연자원 수요,내비게이션 레저스포츠유형 검색량,202512,65.58
강원특별자치도,영월군,문화자연자원 수요,내비게이션 역사관광 유형 검색량,202512,67.53
강원특별자치도,영월군,문화자연자원 수요,내비게이션 체험관광 유형 검색량,202512,65.86
강원특별자치도,영월군,문화자연자원 수요,내비게이션 자연관광 유형 검색량,202512,65.53
강원특별자치도,영월군,관광체류강도,타권역 방문자 비중,202512,65.03
강원특별자치도,영월군,관광체류강도,숙박 비중,202512,79.14
강원특별자치도,영월군,관광체류강도,1박 방문자수,202512,56.47
강원특별자치도,영월군,관광체류강도,2박 방문자수,202512,61.29
강원특별자치도,영월군,관광체류강도,3박 방문자수,202512,59.97
강원특별자치도,영월군,관광소비강도,외지인 소비액,202512,63.48
강원특별자치도,영월군,관광소비강도,전체 대비 외지인소비액 비중,202512,80.54
강원특별자치도,영월군,관광소비강도,방문량대비방문 소비액,202512,67.43
강원특별자치도,영월군,관광객 다양성,10대 방문객수,202512,57.66
강원특별자치도,영월군,관광객 다양성,20대 방문객수,202512,57.75
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202512,59.31
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202512,57.84
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202512,56.75
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202512,59.11
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202512,60.33
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202512,66.33
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202512,65.16
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202512,64.1
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202512,62.48
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202512,62.19
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202512,63.18
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202512,63.44
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202512,69.7
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202512,68.43
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202512,82.63
강원특별자치도,영월군,여행거리,강원특별자치도,202512,79.43
강원특별자치도,영월군,여행거리,경기도,202512,65.71
강원특별자치도,영월군,여행거리,경상남도,202512,60.23
강원특별자치도,영월군,여행거리,경상북도,202512,62.12
강원특별자치도,영월군,여행거리,광주광역시,202512,60.85
강원특별자치도,영월군,여행거리,대구광역시,202512,62.96
강원특별자치도,영월군,여행거리,대전광역시,202512,63.01
강원특별자치도,영월군,여행거리,부산광역시,202512,61.55
강원특별자치도,영월군,여행거리,서울특별시,202512,65.87
강원특별자치도,영월군,여행거리,세종특별자치시,202512,63.9
강원특별자치도,영월군,여행거리,울산광역시,202512,63.17
강원특별자치도,영월군,여행거리,인천광역시,202512,66.11
강원특별자치도,영월군,여행거리,전라남도,202512,60.6
강원특별자치도,영월군,여행거리,전북특별자치도,202512,61.27
강원특별자치도,영월군,여행거리,제주특별자치도,202512,62.93
강원특별자치도,영월군,여행거리,충청남도,202512,62.71
강원특별자치도,영월군,여행거리,충청북도,202512,70.27
강원특별자치도,영월군,관광서비스수요,레포츠여행유형 SNS언급량,202601,68.74
강원특별자치도,영월군,관광서비스수요,휴식힐링여행유형 SNS언급량,202601,69.26
강원특별자치도,영월군,관광서비스수요,미식여행유형 SNS언급량,202601,64.71
강원특별자치도,영월군,관광서비스수요,체험여행유형 SNS언급량,202601,68.66
강원특별자치도,영월군,관광서비스수요,쇼핑업 소비액,202601,59.82
강원특별자치도,영월군,관광서비스수요,식음료 소비액,202601,61.86
강원특별자치도,영월군,관광서비스수요,숙박업 소비액,202601,66.35
강원특별자치도,영월군,관광서비스수요,여가서비스업 소비액,202601,60.81
강원특별자치도,영월군,관광서비스수요,운송업 소비액,202601,65.95
강원특별자치도,영월군,관광서비스수요,내비게이션 숙박유형 검색량,202601,64.77
강원특별자치도,영월군,관광서비스수요,내비게이션 음식유형 검색량,202601,60.44
강원특별자치도,영월군,관광서비스수요,내비게이션 쇼핑유형 검색량,202601,62.88
강원특별자치도,영월군,문화자연자원 수요,내비게이션 문화관광유형 검색량,202601,62.02
강원특별자치도,영월군,문화자연자원 수요,내비게이션 레저스포츠유형 검색량,202601,65.4
강원특별자치도,영월군,문화자연자원 수요,내비게이션 역사관광 유형 검색량,202601,67.46
강원특별자치도,영월군,문화자연자원 수요,내비게이션 체험관광 유형 검색량,202601,65.94
강원특별자치도,영월군,문화자연자원 수요,내비게이션 자연관광 유형 검색량,202601,65.64
강원특별자치도,영월군,관광체류강도,타권역 방문자 비중,202601,68.37
강원특별자치도,영월군,관광체류강도,숙박 비중,202601,76.9
강원특별자치도,영월군,관광체류강도,1박 방문자수,202601,55.94
강원특별자치도,영월군,관광체류강도,2박 방문자수,202601,61.1
강원특별자치도,영월군,관광체류강도,3박 방문자수,202601,60.32
강원특별자치도,영월군,관광소비강도,외지인 소비액,202601,63.34
강원특별자치도,영월군,관광소비강도,전체 대비 외지인소비액 비중,202601,80.7
강원특별자치도,영월군,관광소비강도,방문량대비방문 소비액,202601,66.43
강원특별자치도,영월군,관광객 다양성,10대 방문객수,202601,57.58
강원특별자치도,영월군,관광객 다양성,20대 방문객수,202601,57.71
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202601,59.2
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202601,57.75
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202601,56.54
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202601,58.69
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202601,59.81
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202601,66.11
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202601,65.08
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202601,64.03
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202601,62.24
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202601,61.91
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202601,63.23
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202601,63.61
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202601,69.68
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202601,68.22
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202601,80.05
강원특별자치도,영월군,여행거리,강원특별자치도,202601,77.08
강원특별자치도,영월군,여행거리,경기도,202601,66.18
강원특별자치도,영월군,여행거리,경상남도,202601,60.31
강원특별자치도,영월군,여행거리,경상북도,202601,62.48
강원특별자치도,영월군,여행거리,광주광역시,202601,60.32
강원특별자치도,영월군,여행거리,대구광역시,202601,63.43
강원특별자치도,영월군,여행거리,대전광역시,202601,63.51
강원특별자치도,영월군,여행거리,부산광역시,202601,62.68
강원특별자치도,영월군,여행거리,서울특별시,202601,65.98
강원특별자치도,영월군,여행거리,세종특별자치시,202601,63.9
강원특별자치도,영월군,여행거리,울산광역시,202601,64.06
강원특별자치도,영월군,여행거리,인천광역시,202601,66.69
강원특별자치도,영월군,여행거리,전라남도,202601,60.65
강원특별자치도,영월군,여행거리,전북특별자치도,202601,61.53
강원특별자치도,영월군,여행거리,제주특별자치도,202601,63.14
강원특별자치도,영월군,여행거리,충청남도,202601,63.58
강원특별자치도,영월군,여행거리,충청북도,202601,70.3
강원특별자치도,영월군,관광서비스수요,레포츠여행유형 SNS언급량,202602,69.03
강원특별자치도,영월군,관광서비스수요,휴식힐링여행유형 SNS언급량,202602,73.84
강원특별자치도,영월군,관광서비스수요,미식여행유형 SNS언급량,202602,64.6
강원특별자치도,영월군,관광서비스수요,체험여행유형 SNS언급량,202602,68.26
강원특별자치도,영월군,관광서비스수요,쇼핑업 소비액,202602,59.82
강원특별자치도,영월군,관광서비스수요,식음료 소비액,202602,61.86
강원특별자치도,영월군,관광서비스수요,숙박업 소비액,202602,66.38
강원특별자치도,영월군,관광서비스수요,여가서비스업 소비액,202602,60.84
강원특별자치도,영월군,관광서비스수요,운송업 소비액,202602,65.94
강원특별자치도,영월군,관광서비스수요,내비게이션 숙박유형 검색량,202602,66.21
강원특별자치도,영월군,관광서비스수요,내비게이션 음식유형 검색량,202602,61.59
강원특별자치도,영월군,관광서비스수요,내비게이션 쇼핑유형 검색량,202602,63.92
강원특별자치도,영월군,문화자연자원 수요,내비게이션 문화관광유형 검색량,202602,65.28
강원특별자치도,영월군,문화자연자원 수요,내비게이션 레저스포츠유형 검색량,202602,65.82
강원특별자치도,영월군,문화자연자원 수요,내비게이션 역사관광 유형 검색량,202602,91.94
강원특별자치도,영월군,문화자연자원 수요,내비게이션 체험관광 유형 검색량,202602,66.09
강원특별자치도,영월군,문화자연자원 수요,내비게이션 자연관광 유형 검색량,202602,66.15
강원특별자치도,영월군,관광체류강도,타권역 방문자 비중,202602,80.82
강원특별자치도,영월군,관광체류강도,숙박 비중,202602,86.02
강원특별자치도,영월군,관광체류강도,1박 방문자수,202602,58.49
강원특별자치도,영월군,관광체류강도,2박 방문자수,202602,66.7
강원특별자치도,영월군,관광체류강도,3박 방문자수,202602,62.42
강원특별자치도,영월군,관광소비강도,외지인 소비액,202602,63.55
강원특별자치도,영월군,관광소비강도,전체 대비 외지인소비액 비중,202602,81.85
강원특별자치도,영월군,관광소비강도,방문량대비방문 소비액,202602,68.18
강원특별자치도,영월군,관광객 다양성,10대 방문객수,202602,58.33
강원특별자치도,영월군,관광객 다양성,20대 방문객수,202602,57.97
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202602,59.33
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202602,58.06
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202602,56.63
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202602,58.74
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202602,59.62
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202602,66.23
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202602,65.17
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202602,64.16
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202602,62.75
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202602,62.19
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202602,62.98
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202602,63.74
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202602,69.68
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202602,68.26
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202602,75.73
강원특별자치도,영월군,여행거리,강원특별자치도,202602,79.81
강원특별자치도,영월군,여행거리,경기도,202602,68.85
강원특별자치도,영월군,여행거리,경상남도,202602,62.03
강원특별자치도,영월군,여행거리,경상북도,202602,62.93
강원특별자치도,영월군,여행거리,광주광역시,202602,61.33
강원특별자치도,영월군,여행거리,대구광역시,202602,63.88
강원특별자치도,영월군,여행거리,대전광역시,202602,64.56
강원특별자치도,영월군,여행거리,부산광역시,202602,63.08
강원특별자치도,영월군,여행거리,서울특별시,202602,67.9
강원특별자치도,영월군,여행거리,세종특별자치시,202602,66.01
강원특별자치도,영월군,여행거리,울산광역시,202602,66.19
강원특별자치도,영월군,여행거리,인천광역시,202602,70.05
강원특별자치도,영월군,여행거리,전라남도,202602,61.49
강원특별자치도,영월군,여행거리,전북특별자치도,202602,61.83
강원특별자치도,영월군,여행거리,제주특별자치도,202602,64.23
강원특별자치도,영월군,여행거리,충청남도,202602,64.67
강원특별자치도,영월군,여행거리,충청북도,202602,72.51
강원특별자치도,영월군,관광서비스수요,레포츠여행유형 SNS언급량,202603,77.18
강원특별자치도,영월군,관광서비스수요,휴식힐링여행유형 SNS언급량,202603,86.86
강원특별자치도,영월군,관광서비스수요,미식여행유형 SNS언급량,202603,65.6
강원특별자치도,영월군,관광서비스수요,체험여행유형 SNS언급량,202603,77.62
강원특별자치도,영월군,관광서비스수요,쇼핑업 소비액,202603,59.82
강원특별자치도,영월군,관광서비스수요,식음료 소비액,202603,61.87
강원특별자치도,영월군,관광서비스수요,숙박업 소비액,202603,66.43
강원특별자치도,영월군,관광서비스수요,여가서비스업 소비액,202603,60.88
강원특별자치도,영월군,관광서비스수요,운송업 소비액,202603,65.95
강원특별자치도,영월군,관광서비스수요,내비게이션 숙박유형 검색량,202603,66.42
강원특별자치도,영월군,관광서비스수요,내비게이션 음식유형 검색량,202603,62.3
강원특별자치도,영월군,관광서비스수요,내비게이션 쇼핑유형 검색량,202603,64.65
강원특별자치도,영월군,문화자연자원 수요,내비게이션 문화관광유형 검색량,202603,67.82
강원특별자치도,영월군,문화자연자원 수요,내비게이션 레저스포츠유형 검색량,202603,66.32
강원특별자치도,영월군,문화자연자원 수요,내비게이션 역사관광 유형 검색량,202603,120.88
강원특별자치도,영월군,문화자연자원 수요,내비게이션 체험관광 유형 검색량,202603,66.28
강원특별자치도,영월군,문화자연자원 수요,내비게이션 자연관광 유형 검색량,202603,66.09
강원특별자치도,영월군,관광체류강도,타권역 방문자 비중,202603,78.96
강원특별자치도,영월군,관광체류강도,숙박 비중,202603,74.71
강원특별자치도,영월군,관광체류강도,1박 방문자수,202603,58.15
강원특별자치도,영월군,관광체류강도,2박 방문자수,202603,62.12
강원특별자치도,영월군,관광체류강도,3박 방문자수,202603,62.3
강원특별자치도,영월군,관광소비강도,외지인 소비액,202603,63.78
강원특별자치도,영월군,관광소비강도,전체 대비 외지인소비액 비중,202603,81.4
강원특별자치도,영월군,관광소비강도,방문량대비방문 소비액,202603,67.88
강원특별자치도,영월군,관광객 다양성,10대 방문객수,202603,58.92
강원특별자치도,영월군,관광객 다양성,20대 방문객수,202603,57.98
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202603,59.5
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202603,58.16
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202603,57.36
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202603,60.4
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202603,61.28
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202603,66.3
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202603,65.19
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202603,64.17
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202603,62.66
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202603,62.59
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202603,64.29
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202603,64.73
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202603,69.7
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202603,68.22
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202603,79.16
강원특별자치도,영월군,여행거리,강원특별자치도,202603,84.27
강원특별자치도,영월군,여행거리,경기도,202603,69.18
강원특별자치도,영월군,여행거리,경상남도,202603,62.25
강원특별자치도,영월군,여행거리,경상북도,202603,64.27
강원특별자치도,영월군,여행거리,광주광역시,202603,61.17
강원특별자치도,영월군,여행거리,대구광역시,202603,64.91
강원특별자치도,영월군,여행거리,대전광역시,202603,64.84
강원특별자치도,영월군,여행거리,부산광역시,202603,63.53
강원특별자치도,영월군,여행거리,서울특별시,202603,68.03
강원특별자치도,영월군,여행거리,세종특별자치시,202603,65.88
강원특별자치도,영월군,여행거리,울산광역시,202603,65.27
강원특별자치도,영월군,여행거리,인천광역시,202603,69.37
강원특별자치도,영월군,여행거리,전라남도,202603,61.96
강원특별자치도,영월군,여행거리,전북특별자치도,202603,62.79
강원특별자치도,영월군,여행거리,제주특별자치도,202603,64.35
강원특별자치도,영월군,여행거리,충청남도,202603,64.74
강원특별자치도,영월군,여행거리,충청북도,202603,74.17
강원특별자치도,영월군,관광서비스수요,레포츠여행유형 SNS언급량,202604,75.97
강원특별자치도,영월군,관광서비스수요,휴식힐링여행유형 SNS언급량,202604,79.3
강원특별자치도,영월군,관광서비스수요,미식여행유형 SNS언급량,202604,65.45
강원특별자치도,영월군,관광서비스수요,체험여행유형 SNS언급량,202604,79.16
강원특별자치도,영월군,관광서비스수요,쇼핑업 소비액,202604,59.82
강원특별자치도,영월군,관광서비스수요,식음료 소비액,202604,61.87
강원특별자치도,영월군,관광서비스수요,숙박업 소비액,202604,66.52
강원특별자치도,영월군,관광서비스수요,여가서비스업 소비액,202604,60.96
강원특별자치도,영월군,관광서비스수요,운송업 소비액,202604,65.96
강원특별자치도,영월군,관광서비스수요,내비게이션 숙박유형 검색량,202604,69.55
강원특별자치도,영월군,관광서비스수요,내비게이션 음식유형 검색량,202604,63.43
강원특별자치도,영월군,관광서비스수요,내비게이션 쇼핑유형 검색량,202604,63.42
강원특별자치도,영월군,문화자연자원 수요,내비게이션 문화관광유형 검색량,202604,70.91
강원특별자치도,영월군,문화자연자원 수요,내비게이션 레저스포츠유형 검색량,202604,68.5
강원특별자치도,영월군,문화자연자원 수요,내비게이션 역사관광 유형 검색량,202604,111.08
강원특별자치도,영월군,문화자연자원 수요,내비게이션 체험관광 유형 검색량,202604,67.07
강원특별자치도,영월군,문화자연자원 수요,내비게이션 자연관광 유형 검색량,202604,66.88
강원특별자치도,영월군,관광체류강도,타권역 방문자 비중,202604,83.76
강원특별자치도,영월군,관광체류강도,숙박 비중,202604,79.17
강원특별자치도,영월군,관광체류강도,1박 방문자수,202604,61.17
강원특별자치도,영월군,관광체류강도,2박 방문자수,202604,64.41
강원특별자치도,영월군,관광체류강도,3박 방문자수,202604,60.74
강원특별자치도,영월군,관광소비강도,외지인 소비액,202604,64.12
강원특별자치도,영월군,관광소비강도,전체 대비 외지인소비액 비중,202604,81.94
강원특별자치도,영월군,관광소비강도,방문량대비방문 소비액,202604,70.84
강원특별자치도,영월군,관광객 다양성,10대 방문객수,202604,57.28
강원특별자치도,영월군,관광객 다양성,20대 방문객수,202604,57.89
강원특별자치도,영월군,관광객 다양성,30대 방문객수,202604,59.56
강원특별자치도,영월군,관광객 다양성,40대 방문객수,202604,58.22
강원특별자치도,영월군,관광객 다양성,50대 방문객수,202604,57.78
강원특별자치도,영월군,관광객 다양성,60대 방문객수,202604,61.49
강원특별자치도,영월군,관광객 다양성,70대 방문객수,202604,63.02
강원특별자치도,영월군,관광소비 다양성,10대 소비액,202604,66.23
강원특별자치도,영월군,관광소비 다양성,20대 소비액,202604,65.13
강원특별자치도,영월군,관광소비 다양성,30대 소비액,202604,64.34
강원특별자치도,영월군,관광소비 다양성,40대 소비액,202604,62.77
강원특별자치도,영월군,관광소비 다양성,50대 소비액,202604,63.16
강원특별자치도,영월군,관광소비 다양성,60대 소비액,202604,65.61
강원특별자치도,영월군,관광소비 다양성,70대 소비액,202604,65.89
강원특별자치도,영월군,국제적 다양성,외국인 소비액,202604,69.72
강원특별자치도,영월군,국제적 다양성,외국인 방문자수,202604,69.0
강원특별자치도,영월군,국제적 다양성,외국인 방문객 국적 다양성,202604,87.94
강원특별자치도,영월군,여행거리,강원특별자치도,202604,87.46
강원특별자치도,영월군,여행거리,경기도,202604,70.37
강원특별자치도,영월군,여행거리,경상남도,202604,63.06
강원특별자치도,영월군,여행거리,경상북도,202604,66.19
강원특별자치도,영월군,여행거리,광주광역시,202604,61.7
강원특별자치도,영월군,여행거리,대구광역시,202604,66.41
강원특별자치도,영월군,여행거리,대전광역시,202604,65.57
강원특별자치도,영월군,여행거리,부산광역시,202604,64.8
강원특별자치도,영월군,여행거리,서울특별시,202604,68.89
강원특별자치도,영월군,여행거리,세종특별자치시,202604,65.66
강원특별자치도,영월군,여행거리,울산광역시,202604,66.97
강원특별자치도,영월군,여행거리,인천광역시,202604,71.53
강원특별자치도,영월군,여행거리,전라남도,202604,61.95
강원특별자치도,영월군,여행거리,전북특별자치도,202604,63.38
강원특별자치도,영월군,여행거리,제주특별자치도,202604,64.78
강원특별자치도,영월군,여행거리,충청남도,202604,65.88
강원특별자치도,영월군,여행거리,충청북도,202604,74.8
